Src,Dst,Time
511,343,1084787250
230,944,1084787257
1009,444,1084787263
598,641,1084787357
504,982,1084787412
951,1023,1084787443
649,951,1084787619
1023,951,1084787746
951,1023,1084787953
1023,951,1084787999
780,444,1084788104
444,780,1084788143
444,780,1084788167
1023,951,1084788319
1023,951,1084788531
1023,951,1084788678
951,1023,1084788725
598,976,1084788865
598,1023,1084788948
1023,951,1084789032
1023,598,1084789040
598,1023,1084789097
598,1023,1084789190
598,1023,1084789243
1023,598,1084789293
598,1023,1084789393
1023,598,1084789559
559,37,1084791720
780,834,1084792452
576,635,1084801282
452,38,1084805582
318,596,1084807485
762,444,1084807717
61,951,1084807929
403,57,1084808433
342,81,1084809643
475,425,1084809827
560,285,1084811397
475,1022,1084811512
560,590,1084811534
560,854,1084811590
655,763,1084811590
475,895,1084811683
475,1017,1084811876
475,1011,1084811964
498,346,1084813582
498,818,1084813633
1014,237,1084815240
505,391,1084815604
982,504,1084816241
1019,498,1084816641
959,28,1084816976
959,28,1084817131
959,28,1084817676
98,981,1084817764
959,663,1084818213
376,706,1084818215
379,871,1084818421
982,284,1084818611
410,195,1084818704
362,596,1084820039
610,260,1084820270
1025,507,1084820662
1025,507,1084820904
944,230,1084821108
462,965,1084821207
398,709,1084821208
585,687,1084821326
462,818,1084821575
462,465,1084821615
721,379,1084822061
731,671,1084822401
671,731,1084823003
909,478,1084823114
2,465,1084823236
214,181,1084823566
513,937,1084823775
293,1017,1084823802
543,260,1084823855
134,188,1084824124
134,706,1084824137
962,66,1084824210
1024,944,1084824399
318,506,1084824638
774,942,1084824766
272,187,1084825148
273,240,1084825436
272,506,1084825656
272,481,1084825685
32,177,1084825958
939,1012,1084826234
8,259,1084826832
206,163,1084826973
8,259,1084827035
90,602,1084827690
8,28,1084827857
8,28,1084827870
941,254,1084828010
941,254,1084828267
941,254,1084828282
133,1026,1084828346
1026,133,1084828449
28,637,1084829275
282,1027,1084829295
28,637,1084829337
8,259,1084829391
637,28,1084829734
637,28,1084829845
8,259,1084829898
28,637,1084829929
8,637,1084830028
637,28,1084830154
508,28,1084830234
8,259,1084830258
28,637,1084830267
230,944,1084830341
28,293,1084830359
28,637,1084830442
28,293,1084830462
637,28,1084830600
80,612,1084830659
140,633,1084830723
637,28,1084831196
612,80,1084831224
521,1023,1084831603
28,602,1084831620
28,558,1084831746
1023,521,1084831904
558,488,1084832119
281,444,1084832609
899,596,1084832782
1019,285,1084832824
725,701,1084832836
299,1029,1084832917
299,953,1084832953
558,899,1084832966
558,28,1084832988
1019,569,1084832991
1019,285,1084833019
558,813,1084833096
94,186,1084833515
66,962,1084833550
1019,285,1084834198
1029,66,1084834215
301,558,1084834219
1019,498,1084834245
17,491,1084834272
923,182,1084834340
555,284,1084834403
521,558,1084834434
633,22,1084834517
191,983,1084834597
8,1026,1084834612
191,721,1084834684
944,230,1084834985
351,1022,1084835198
1019,498,1084835277
351,755,1084835305
181,616,1084835550
488,558,1084835603
351,701,1084835609
655,763,1084835707
1019,498,1084835808
1030,266,1084836018
67,610,1084836165
1030,266,1084836204
1019,498,1084836257
443,38,1084836497
951,791,1084836563
959,313,1084836634
1019,498,1084836815
313,959,1084836860
905,725,1084836915
905,163,1084836995
228,265,1084837460
66,956,1084837844
28,258,1084838015
28,258,1084838134
258,28,1084838168
956,66,1084838180
28,258,1084838322
1019,285,1084838559
28,258,1084838787
28,258,1084838894
633,450,1084838904
278,519,1084838931
96,518,1084839240
61,420,1084839485
32,177,1084839657
965,301,1084839757
32,950,1084839875
229,558,1084840221
32,177,1084840240
803,190,1084840461
119,229,1084840488
1023,229,1084840503
229,1023,1084840572
144,489,1084840744
32,177,1084840903
119,229,1084841090
797,599,1084841225
899,558,1084841255
410,195,1084841343
905,17,1084841642
57,521,1084841660
32,177,1084841703
1032,951,1084841760
558,899,1084841808
558,521,1084841828
558,301,1084841853
951,1023,1084841888
229,981,1084842081
229,875,1084842090
1023,951,1084842182
1023,96,1084842194
96,1023,1084842291
229,1023,1084842309
558,342,1084842324
342,558,1084842504
985,301,1084842608
774,1023,1084842626
1023,96,1084842951
569,971,1084843003
569,141,1084843093
569,944,1084843135
1023,284,1084843145
40,17,1084843378
452,633,1084843465
452,38,1084843503
177,135,1084843583
96,1023,1084843705
452,38,1084843825
527,506,1084843847
40,177,1084843872
38,598,1084843882
452,633,1084843942
38,598,1084844025
446,490,1084844372
802,57,1084844389
299,342,1084844498
452,633,1084844569
703,635,1084844668
299,342,1084844697
299,81,1084844718
301,965,1084844764
301,558,1084844791
462,465,1084844850
635,703,1084844933
635,703,1084845069
703,635,1084845169
229,981,1084845243
299,81,1084845365
889,909,1084845469
62,462,1084845493
388,1026,1084845687
30,1034,1084845792
299,81,1084845843
299,62,1084845869
968,585,1084845878
301,985,1084846062
30,259,1084846070
780,96,1084846103
299,62,1084846218
299,342,1084846348
465,462,1084846361
558,301,1084846542
452,633,1084846580
736,871,1084846620
736,1003,1084847047
299,62,1084847084
299,342,1084847213
299,519,1084847275
57,802,1084847277
299,62,1084847312
985,301,1084847363
706,703,1084847429
985,813,1084847439
299,519,1084847441
299,342,1084847512
452,30,1084847715
985,301,1084847794
351,265,1084847812
299,519,1084847991
299,342,1084848054
351,28,1084848150
229,981,1084848169
299,802,1084848438
299,62,1084848480
299,519,1084848516
293,565,1084848545
293,565,1084848622
655,1035,1084848748
299,519,1084848865
780,96,1084848917
57,802,1084849052
299,62,1084849197
299,229,1084849217
411,1011,1084849516
265,30,1084849541
299,229,1084849741
299,62,1084849793
17,1035,1084849912
764,465,1084849924
17,1034,1084849999
452,30,1084850094
284,1023,1084850125
556,565,1084850139
105,229,1084850147
299,229,1084850264
655,1035,1084850285
284,555,1084850287
299,62,1084850310
30,177,1084850396
1031,135,1084850492
981,229,1084850583
560,899,1084850649
44,1035,1084850700
293,446,1084850782
910,1004,1084850786
911,293,1084850855
1035,411,1084850858
66,956,1084850873
914,38,1084851081
1035,411,1084851253
299,519,1084851379
1031,420,1084851420
299,62,1084851440
229,981,1084851452
299,519,1084851539
28,258,1084851738
299,519,1084851777
105,229,1084851880
299,62,1084851891
172,944,1084851991
411,1035,1084852001
299,519,1084852070
555,284,1084852075
299,62,1084852109
258,28,1084852110
951,28,1084852161
96,780,1084852205
28,565,1084852285
28,565,1084852299
565,28,1084852333
565,28,1084852372
310,402,1084852415
565,28,1084852585
965,301,1084852645
17,1036,1084852752
452,30,1084852802
495,195,1084852807
641,558,1084852852
17,1036,1084852875
425,475,1084852932
284,735,1084853001
981,229,1084853011
195,495,1084853046
299,519,1084853085
229,981,1084853085
504,462,1084853184
195,550,1084853233
519,853,1084853416
195,410,1084853477
734,684,1084853480
398,709,1084853604
98,956,1084853712
195,970,1084853766
98,240,1084853879
98,313,1084853909
98,585,1084853957
299,953,1084854011
98,956,1084854057
98,229,1084854127
98,755,1084854132
98,633,1084854209
299,519,1084854218
98,1036,1084854227
98,1037,1084854239
465,1038,1084854324
478,909,1084854527
1008,465,1084854540
655,565,1084854541
44,546,1084854589
1039,44,1084854831
507,284,1084854856
44,1039,1084854870
478,362,1084855004
98,362,1084855304
299,98,1084855320
774,7,1084855337
550,937,1084855405
284,507,1084855418
550,635,1084855491
565,411,1084855632
479,478,1084855691
879,655,1084855724
550,479,1084855756
299,519,1084855768
479,550,1084855789
479,362,1084855866
550,479,1084855898
299,519,1084855904
586,550,1084855917
479,550,1084855937
586,362,1084855940
282,362,1084856022
1035,411,1084856116
362,586,1084856197
362,479,1084856225
565,655,1084856294
479,1010,1084856336
879,655,1084856337
586,362,1084856340
655,565,1084856357
968,659,1084856358
555,160,1084856388
721,425,1084856434
956,744,1084856595
299,62,1084856661
67,610,1084856738
299,62,1084856787
299,262,1084856813
284,152,1084856818
299,262,1084856875
862,354,1084856925
655,565,1084856932
362,586,1084856973
565,655,1084856976
736,871,1084856996
684,734,1084857015
560,723,1084857031
299,262,1084857087
157,774,1084857173
862,754,1084857238
284,347,1084857286
655,565,1084857318
879,655,1084857382
293,1017,1084857411
508,1040,1084857549
565,655,1084857626
655,565,1084857681
299,519,1084857689
862,658,1084857741
699,550,1084857768
862,756,1084857793
565,655,1084857839
862,1011,1084857866
699,610,1084857887
862,499,1084857900
655,565,1084857920
649,670,1084857950
905,231,1084857980
699,903,1084857985
586,362,1084857988
1023,284,1084858001
123,956,1084858021
403,28,1084858090
28,1036,1084858167
195,586,1084858191
47,1042,1084858192
699,1008,1084858214
655,28,1084858263
565,28,1084858293
195,98,1084858324
28,655,1084858324
565,28,1084858336
1023,774,1084858381
576,96,1084858405
273,558,1084858432
299,62,1084858450
1017,293,1084858454
565,28,1084858455
774,1023,1084858459
959,663,1084858485
404,565,1084858503
195,586,1084858548
655,28,1084858643
649,670,1084858668
273,918,1084858677
404,576,1084858719
721,565,1084858722
299,519,1084858767
670,649,1084858771
565,28,1084858793
284,1023,1084858816
229,879,1084858839
981,229,1084858928
1023,774,1084858948
1023,284,1084859042
43,637,1084859076
774,1023,1084859177
714,1023,1084859216
655,879,1084859232
379,721,1084859264
565,313,1084859344
379,229,1084859345
750,451,1084859346
284,959,1084859368
959,284,1084859406
649,670,1084859548
1023,714,1084859604
40,714,1084859611
982,504,1084859620
258,308,1084859886
258,231,1084859904
556,674,1084859905
258,284,1084859915
663,959,1084859955
1043,258,1084860004
17,1036,1084860030
576,774,1084860085
284,959,1084860209
57,755,1084860284
665,855,1084860434
703,706,1084860464
17,1034,1084860489
649,670,1084860505
258,284,1084860551
332,617,1084860822
61,1036,1084860863
332,1023,1084860911
602,576,1084861046
332,1023,1084861056
602,450,1084861107
703,663,1084861174
602,576,1084861181
602,576,1084861202
576,602,1084861288
332,1023,1084861314
576,602,1084861324
674,556,1084861422
968,163,1084861703
299,519,1084861836
592,7,1084861861
1019,727,1084861934
202,206,1084862164
202,774,1084862173
633,150,1084862235
633,735,1084862338
150,633,1084862459
576,96,1084862480
98,602,1084862489
98,451,1084862509
459,1013,1084862563
57,755,1084862593
351,1027,1084862641
985,301,1084862644
98,123,1084862713
465,462,1084862722
98,912,1084862773
98,966,1084862818
98,563,1084862851
186,94,1084862864
576,774,1084862869
290,504,1084862877
98,144,1084862918
703,941,1084862948
98,909,1084862955
290,346,1084862978
98,1044,1084863016
8,290,1084863026
98,1035,1084863039
959,284,1084863071
136,959,1084863077
98,1022,1084863103
576,96,1084863105
294,959,1084863116
98,1034,1084863133
633,150,1084863136
98,1010,1084863190
98,1013,1084863198
701,725,1084863210
98,1007,1084863218
895,475,1084863228
98,1017,1084863236
372,715,1084863300
301,982,1084863327
98,1046,1084863327
98,1047,1084863349
98,1048,1084863360
150,633,1084863374
982,301,1084863384
98,1033,1084863405
98,1029,1084863413
98,1027,1084863417
11,319,1084863421
895,135,1084863476
862,966,1084863488
98,1050,1084863490
98,1051,1084863496
98,1051,1084863521
957,862,1084863544
98,1012,1084863592
98,1053,1084863618
299,953,1084863707
109,181,1084863711
479,410,1084863733
98,193,1084863740
98,284,1084863751
98,911,1084863762
98,598,1084863812
98,558,1084863829
1011,862,1084863846
98,637,1084863847
1055,815,1084863864
633,150,1084863946
596,347,1084863950
596,28,1084863988
425,721,1084864167
363,959,1084864168
363,475,1084864253
755,57,1084864306
550,556,1084864322
231,352,1084864349
134,152,1084864376
351,319,1084864469
11,755,1084864501
596,723,1084864502
11,363,1084864516
633,735,1084864550
57,755,1084864782
98,653,1084864873
351,319,1084864905
511,889,1084865001
32,1031,1084865070
649,454,1084865078
11,319,1084865118
1056,314,1084865536
47,389,1084865541
755,57,1084865544
11,319,1084865570
11,363,1084865621
32,98,1084865702
11,319,1084865781
351,249,1084865822
11,363,1084865829
57,755,1084865878
11,284,1084865946
32,489,1084865967
11,273,1084865998
57,755,1084866001
432,923,1084866043
395,284,1084866072
47,319,1084866135
812,641,1084866138
11,319,1084866153
98,444,1084866171
284,395,1084866174
982,301,1084866244
438,432,1084866250
98,163,1084866259
432,438,1084866304
98,135,1084866323
812,1001,1084866333
438,432,1084866339
98,950,1084866372
11,319,1084866430
98,1058,1084866454
11,284,1084866456
98,367,1084866476
98,1054,1084866505
985,301,1084866566
98,628,1084866619
98,378,1084866631
438,432,1084866637
98,502,1084866678
395,284,1084866693
363,222,1084866706
941,703,1084866830
11,284,1084866842
351,249,1084866939
1059,465,1084866953
11,284,1084867090
958,73,1084867093
1059,465,1084867133
11,363,1084867164
665,261,1084867320
96,780,1084867442
301,985,1084867524
57,755,1084867614
73,958,1084868171
240,258,1084868273
352,231,1084868374
958,73,1084868577
17,491,1084868596
57,755,1084868609
408,950,1084868609
478,909,1084868772
352,370,1084868883
871,379,1084868906
17,489,1084868950
478,294,1084868953
1019,408,1084869070
662,551,1084869173
1060,524,1084869373
1016,284,1084869963
47,1009,1084870295
38,1042,1084870304
1019,737,1084870334
641,432,1084870402
38,598,1084870425
38,948,1084870442
38,452,1084870512
1019,737,1084870674
508,958,1084870891
1019,273,1084871087
462,465,1084871179
1019,1061,1084871319
462,169,1084871562
502,462,1084871625
502,462,1084871792
1005,641,1084871794
462,502,1084871864
179,1035,1084871911
1019,462,1084872111
1005,179,1084872337
914,38,1084872395
465,462,1084872755
984,558,1084872785
1019,1062,1084872863
1019,855,1084873092
763,655,1084873174
1019,408,1084873345
1019,462,1084873385
179,370,1084873462
450,602,1084873889
450,308,1084873964
1019,855,1084874142
1019,38,1084874287
511,889,1084874346
627,675,1084874450
1019,627,1084874669
1019,855,1084874799
1019,408,1084874834
1019,855,1084875352
641,1005,1084875436
756,862,1084876204
502,624,1084876306
628,1008,1084876429
862,1011,1084877106
462,1019,1084877124
462,465,1084877161
923,837,1084880746
923,949,1084881946
923,641,1084881962
923,949,1084882182
641,699,1084883000
1026,388,1084890436
721,425,1084890849
143,332,1084891473
318,295,1084891555
663,703,1084892131
229,119,1084892478
388,1026,1084892621
649,454,1084892953
558,984,1084893196
28,596,1084894567
61,1011,1084894590
1031,612,1084894644
61,319,1084895135
696,161,1084895176
1031,891,1084895704
1031,242,1084895965
612,1031,1084895967
193,558,1084896020
1025,282,1084896961
688,725,1084897523
983,558,1084898307
725,688,1084899594
47,688,1084899722
47,229,1084900053
318,295,1084900570
206,163,1084900606
624,502,1084901015
98,950,1084901323
1063,23,1084901536
1036,317,1084901541
265,1063,1084901621
491,17,1084901765
1063,265,1084901782
909,889,1084902062
32,1031,1084902440
32,950,1084902494
452,38,1084902573
585,546,1084902732
44,725,1084902994
755,563,1084903685
871,1035,1084903823
779,948,1084904032
465,462,1084904078
779,164,1084904110
404,779,1084904646
169,462,1084905272
565,169,1084905310
404,565,1084906268
404,565,1084906284
404,565,1084906467
465,462,1084906770
432,438,1084906965
432,438,1084907046
703,941,1084907056
558,983,1084907896
44,701,1084908268
475,425,1084909161
675,627,1084909226
318,956,1084909339
61,861,1084909514
265,1063,1084909690
948,779,1084910495
948,779,1084910595
446,293,1084910668
475,956,1084910719
641,432,1084910846
1064,37,1084910868
37,958,1084910987
61,956,1084911083
230,90,1084911687
398,709,1084911792
61,956,1084912042
61,956,1084912298
641,565,1084912326
122,290,1084912366
61,956,1084912581
576,635,1084913345
576,887,1084913400
230,1011,1084913409
314,319,1084913658
2,293,1084913833
853,519,1084913873
319,314,1084913942
774,1034,1084914775
231,352,1084914855
98,612,1084914970
964,507,1084915114
98,319,1084915245
861,61,1084915647
404,565,1084916393
404,677,1084916758
404,565,1084916947
404,677,1084916959
191,721,1084916973
191,229,1084916984
404,565,1084917169
179,965,1084917272
1005,411,1084917511
779,285,1084918089
580,851,1084918102
965,179,1084918643
1005,179,1084919057
779,327,1084919386
633,293,1084919481
293,779,1084919501
779,293,1084919542
779,293,1084919570
293,633,1084919608
624,502,1084919723
179,1005,1084919734
962,612,1084920236
293,309,1084920764
309,293,1084920888
479,779,1084921275
479,791,1084921392
61,319,1084921398
983,558,1084921427
616,181,1084921449
565,683,1084921450
683,565,1084921489
61,956,1084921503
779,479,1084921525
517,1022,1084921605
504,983,1084921624
61,956,1084921645
565,683,1084921656
956,61,1084921728
565,683,1084921739
683,941,1084921740
683,565,1084921759
8,558,1084921862
949,779,1084921896
1066,951,1084921933
949,779,1084922030
949,779,1084922186
495,498,1084922215
779,949,1084922238
498,818,1084922310
231,956,1084922325
818,498,1084922344
974,187,1084922359
779,949,1084922373
231,612,1084922410
818,462,1084922416
498,818,1084922448
285,779,1084922707
818,498,1084922800
293,309,1084922876
309,293,1084922916
818,498,1084923003
309,293,1084923006
956,231,1084923080
818,498,1084923129
758,322,1084923151
818,498,1084923378
498,818,1084923515
818,498,1084923618
388,1026,1084923625
498,818,1084923813
462,508,1084923852
462,465,1084923930
818,498,1084923962
633,66,1084924159
951,287,1084924431
465,462,1084924475
462,465,1084924541
462,756,1084924739
612,231,1084924936
610,875,1084925033
818,498,1084925264
498,818,1084925309
779,388,1084925524
612,278,1084925627
299,953,1084925722
363,770,1084925951
818,498,1084926008
498,818,1084926079
818,498,1084926327
498,818,1084926447
498,818,1084926745
818,779,1084926792
818,498,1084926874
313,327,1084926980
465,771,1084927068
960,779,1084927093
723,444,1084927134
498,818,1084927149
144,278,1084927150
983,504,1084927804
498,818,1084927834
837,923,1084927914
11,388,1084927956
818,498,1084928458
498,818,1084928536
278,144,1084928570
639,119,1084928849
498,818,1084928961
419,771,1084929018
508,462,1084929061
504,983,1084929485
517,1067,1084929641
504,462,1084930079
98,688,1084930130
98,465,1084930302
529,346,1084930511
875,633,1084930553
98,655,1084930648
558,983,1084930860
66,228,1084931050
66,956,1084931177
410,479,1084931301
758,322,1084931372
576,635,1084931472
408,950,1084931511
576,655,1084931605
1019,408,1084931773
997,317,1084932003
1039,546,1084932374
1039,282,1084932440
284,258,1084932453
612,278,1084932463
294,478,1084932766
771,465,1084932796
771,419,1084932816
299,342,1084932997
299,342,1084933151
299,342,1084933228
322,758,1084933267
1005,1070,1084933306
299,342,1084933570
923,837,1084933889
299,342,1084933895
342,299,1084933944
1039,546,1084933980
254,756,1084934098
272,996,1084934361
342,299,1084934467
299,342,1084934498
352,231,1084934575
299,342,1084934666
299,342,1084934724
342,299,1084934751
90,676,1084934755
299,342,1084934794
342,299,1084934945
299,342,1084934974
342,299,1084935017
67,576,1084935224
558,521,1084935233
655,576,1084935239
134,188,1084935265
996,272,1084935885
342,299,1084935996
546,450,1084936209
916,388,1084936289
411,1005,1084936321
546,450,1084936333
299,342,1084936406
479,410,1084936415
346,529,1084936467
187,529,1084936475
342,299,1084936577
388,779,1084936769
1039,25,1084936792
959,663,1084936794
187,779,1084936869
465,352,1084937056
576,67,1084937195
959,663,1084937436
403,28,1084937543
683,565,1084937546
403,57,1084937561
683,576,1084937599
342,299,1084937606
202,206,1084937621
299,699,1084937673
403,795,1084937773
403,28,1084937816
683,576,1084938048
576,683,1084938111
683,576,1084938179
404,576,1084938233
649,807,1084938349
683,576,1084938351
683,576,1084938399
576,683,1084938441
807,649,1084938450
249,313,1084938527
649,807,1084938653
163,206,1084938654
342,299,1084938661
278,612,1084938707
923,54,1084938716
299,342,1084938737
37,936,1084938783
187,1042,1084938783
485,1068,1084938852
701,44,1084938905
576,1071,1084938916
37,936,1084938942
936,37,1084938996
936,649,1084939035
278,923,1084939076
7,28,1084939112
37,936,1084939114
923,278,1084939149
1019,408,1084939296
318,956,1084939308
612,278,1084939356
278,612,1084939464
612,278,1084939582
488,284,1084939686
815,791,1084939723
936,1073,1084939775
278,1074,1084939778
612,278,1084939796
612,278,1084939901
446,293,1084939961
61,637,1084939984
649,438,1084939997
465,98,1084940001
438,649,1084940101
612,465,1084940192
465,612,1084940268
396,956,1084940272
1032,951,1084940318
612,465,1084940380
612,465,1084940408
465,612,1084940434
960,425,1084940594
721,837,1084940722
1074,278,1084940818
1039,871,1084940883
663,959,1084940901
596,98,1084940946
960,425,1084941020
779,164,1084941077
779,187,1084941097
1016,616,1084941177
350,195,1084941327
794,113,1084941329
596,676,1084941449
498,818,1084941455
425,960,1084941466
818,498,1084941638
675,1036,1084941665
596,431,1084941736
596,676,1084941755
960,425,1084941762
195,350,1084941765
181,616,1084941791
195,5,1084941795
1019,779,1084941851
425,960,1084941864
195,5,1084941896
1039,44,1084941910
370,179,1084941973
1019,779,1084941989
352,465,1084942106
370,374,1084942121
352,370,1084942125
676,911,1084942151
370,352,1084942177
596,676,1084942395
818,498,1084942434
8,133,1084942543
779,133,1084942685
112,462,1084942740
495,498,1084942746
352,370,1084942765
815,465,1084942833
352,465,1084942880
676,284,1084942990
465,352,1084943010
28,7,1084943014
596,431,1084943070
284,395,1084943098
62,462,1084943252
318,956,1084943466
299,519,1084943512
258,284,1084943621
370,352,1084943630
299,590,1084943649
699,610,1084943699
699,641,1084943708
370,352,1084943709
299,699,1084943725
596,1029,1084943745
635,576,1084943786
96,779,1084943852
273,920,1084943882
498,818,1084943938
498,495,1084943950
318,596,1084943962
997,317,1084943989
299,315,1084943992
352,370,1084944026
370,352,1084944027
299,519,1084944031
231,612,1084944072
671,633,1084944086
273,920,1084944126
26,150,1084944167
26,633,1084944233
228,273,1084944250
688,98,1084944429
299,519,1084944571
352,465,1084944594
676,596,1084944597
273,598,1084944698
452,181,1084944753
299,519,1084944764
352,370,1084944769
370,352,1084944818
818,498,1084944831
1003,317,1084944864
181,452,1084944941
370,352,1084944995
299,699,1084945003
258,308,1084945066
488,284,1084945114
452,181,1084945174
465,352,1084945279
258,284,1084945329
258,308,1084945363
425,960,1084945365
228,294,1084945404
308,258,1084945429
284,309,1084945510
960,425,1084945548
299,519,1084945554
498,818,1084945646
370,352,1084945658
308,258,1084945684
779,308,1084945704
779,133,1084945743
258,284,1084945796
546,370,1084945801
254,565,1084945852
807,779,1084945939
187,779,1084945959
352,546,1084945986
133,779,1084945996
352,370,1084946034
425,960,1084946034
352,370,1084946053
258,284,1084946059
546,352,1084946068
308,258,1084946070
546,370,1084946087
194,489,1084946152
352,370,1084946164
956,231,1084946191
231,352,1084946227
370,546,1084946236
779,133,1084946252
8,1036,1084946280
546,370,1084946321
133,779,1084946336
558,228,1084946350
807,444,1084946361
352,370,1084946364
558,983,1084946417
352,231,1084946443
465,699,1084946539
633,671,1084946540
633,26,1084946616
17,194,1084946619
905,231,1084946658
8,558,1084946667
782,56,1084946739
699,961,1084946771
699,961,1084946781
231,352,1084946799
5,737,1084946806
299,317,1084946828
556,1078,1084946891
5,1079,1084947005
818,498,1084947095
565,254,1084947150
352,231,1084947192
133,1026,1084947269
950,408,1084947286
308,258,1084947342
498,818,1084947428
231,956,1084947443
905,231,1084947533
352,231,1084947544
1079,948,1084947561
177,663,1084947632
565,254,1084947640
83,5,1084947668
254,565,1084947715
508,425,1084947733
960,425,1084947759
956,231,1084947825
425,960,1084947832
565,254,1084947854
663,177,1084947863
655,5,1084947906
299,600,1084947948
231,956,1084947965
818,498,1084948050
655,1080,1084948063
498,818,1084948087
283,317,1084948179
655,1080,1084948186
425,960,1084948215
317,283,1084948286
283,317,1084948307
317,299,1084948309
1011,923,1084948349
283,317,1084948379
960,425,1084948419
633,26,1084948420
254,231,1084948449
283,317,1084948464
231,254,1084948532
299,317,1084948558
905,231,1084948606
177,663,1084948622
317,299,1084948692
663,177,1084948716
663,177,1084948761
1039,317,1084948802
905,231,1084948804
299,315,1084948889
299,317,1084948909
231,254,1084948913
1039,317,1084948941
11,558,1084948947
283,317,1084948952
663,699,1084949038
231,956,1084949039
1039,317,1084949139
299,317,1084949154
299,317,1084949170
177,663,1084949186
452,30,1084949221
299,317,1084949274
231,254,1084949284
1039,937,1084949325
937,1039,1084949330
299,317,1084949408
317,283,1084949412
140,764,1084949510
283,317,1084949531
633,26,1084949564
633,150,1084949579
299,317,1084949593
254,231,1084949600
150,633,1084949627
283,317,1084949673
231,254,1084949679
565,169,1084949715
231,254,1084949716
633,150,1084949748
254,231,1084949764
283,317,1084949765
254,231,1084949792
181,140,1084949813
150,633,1084949840
231,254,1084949862
956,231,1084949908
1029,596,1084949913
960,425,1084949958
550,612,1084949970
655,254,1084949979
425,960,1084950009
774,7,1084950152
633,150,1084950152
7,774,1084950181
47,774,1084950235
960,425,1084950239
332,779,1084950239
960,425,1084950270
655,254,1084950289
521,558,1084950346
150,633,1084950373
47,774,1084950400
517,411,1084950401
633,150,1084950430
565,249,1084950430
150,633,1084950581
332,911,1084950631
150,633,1084950670
560,521,1084950692
1079,444,1084950753
177,663,1084950770
425,960,1084950907
150,633,1084950936
134,188,1084950946
254,73,1084951122
37,1081,1084951138
569,728,1084951214
411,550,1084951414
1073,1072,1084951519
958,37,1084951548
1073,936,1084951553
569,1081,1084951559
1081,569,1084951578
1079,790,1084951605
150,633,1084951630
1079,790,1084951713
32,714,1084951815
332,1080,1084951871
569,35,1084951883
44,633,1084951907
332,1017,1084951916
960,425,1084951935
332,1080,1084951986
32,714,1084952046
332,1080,1084952174
179,370,1084952183
756,254,1084952223
332,1083,1084952284
1084,550,1084952321
560,624,1084952325
1084,362,1084952336
959,663,1084952353
134,332,1084952416
96,780,1084952468
96,1080,1084952490
2,66,1084952617
285,1085,1084952694
465,597,1084952720
2,66,1084952728
254,73,1084952731
1084,550,1084952780
73,254,1084952809
254,73,1084952828
1081,285,1084952828
408,950,1084952864
73,254,1084952866
560,521,1084952917
2,446,1084953023
574,395,1084953068
574,254,1084953093
285,1081,1084953141
959,725,1084953222
1080,96,1084953250
254,73,1084953312
254,574,1084953324
66,633,1084953333
73,254,1084953422
960,425,1084953519
73,254,1084953601
254,73,1084953746
73,254,1084953902
725,959,1084953932
923,1011,1084954032
73,254,1084954070
98,465,1084954087
254,73,1084954328
254,73,1084954383
950,1087,1084954673
1073,585,1084954700
712,1088,1084954810
1084,672,1084954811
37,254,1084954854
313,249,1084954910
346,529,1084955046
1088,712,1084955100
346,710,1084955136
346,451,1084955154
1088,813,1084955172
665,1088,1084955196
1088,665,1084955286
282,575,1084955453
222,1077,1084955463
1084,990,1084955469
712,1088,1084955535
346,709,1084955604
346,1088,1084955732
1088,346,1084955794
565,448,1084955856
665,429,1084956108
565,448,1084956140
565,448,1084956191
565,1084,1084956235
293,284,1084956490
1088,254,1084956510
96,444,1084956541
284,293,1084956587
712,1088,1084956776
1088,712,1084956784
109,272,1084956944
109,983,1084956954
230,756,1084956967
871,1036,1084956996
444,96,1084957111
96,444,1084957145
444,96,1084957303
96,444,1084957435
96,444,1084958053
2,182,1084958160
451,1088,1084958218
818,1005,1084958250
1088,451,1084958313
950,1059,1084958508
222,425,1084958557
1059,950,1084958615
1059,408,1084958675
195,282,1084958973
408,1059,1084958982
109,983,1084959044
1088,451,1084959265
1059,273,1084959521
351,794,1084959939
855,164,1084959942
351,388,1084959997
351,701,1084960138
1022,350,1084960308
164,855,1084960370
855,164,1084960524
164,1062,1084960608
164,855,1084960621
325,699,1084960664
509,600,1084960820
164,855,1084961084
497,554,1084961203
164,855,1084961320
1088,451,1084961339
855,164,1084961395
448,301,1084961646
1088,90,1084961878
448,950,1084962582
950,448,1084965109
950,1059,1084965145
448,950,1084965357
947,546,1084965693
164,855,1084965773
855,164,1084965901
950,408,1084965941
950,448,1084971909
196,1080,1084972582
372,508,1084975763
508,372,1084976777
318,956,1084977928
318,585,1084978716
585,1073,1084978741
585,318,1084978766
318,585,1084978863
318,956,1084979010
956,318,1084979170
318,956,1084979263
327,308,1084979452
187,610,1084979974
671,633,1084979975
629,431,1084980334
629,431,1084980406
434,633,1084980601
40,228,1084980626
40,177,1084980733
346,442,1084980784
1031,346,1084980994
1031,498,1084981162
875,96,1084982628
633,44,1084982698
529,346,1084983469
1019,133,1084983572
1019,756,1084983648
105,115,1084983773
293,284,1084984525
105,96,1084984758
461,1088,1084985138
966,346,1084985903
479,410,1084986341
1045,972,1084986523
576,67,1084987114
633,66,1084987133
721,291,1084987266
701,351,1084987310
1040,1031,1084987414
